codice,descrizione,quantita,id,esploso,
6102089-Y01,Copertura rifinitura cerniera superiore porta destra,1,21,Y010082,
S27348004,Vite autofilettante testa larga semitonda,1,22,Y010082,
6302001-Y01,Sistema portellone,1,1,Y010083,
6302010-Y01,Assieme portellone,1,1,Y010083,
6302011-Y01,Portellone,1,2,Y010083,
6302021-Y01,Piastra supporto vetro portellone sinistra,1,3,Y010083,
S27348002,Vite autofilettante testa larga semitonda,8,4,Y010083,
6302022-Y01,Piastra supporto vetro portellone destra,1,5,Y010083,
6302017-Y01D,Piastra superiore spoiler,1,6,Y010083,
5306149Y0210,Nastro biadesivo (W10mm T0.8mm),1,7,Y010083,
ZH680,Fermo metallico a V,6,8,Y010083,
6302015-Y01,Copertura serratura apertura servizio,1,9,Y010083,
6302016-Y01,Pannello rifinitura serratura,1,10,Y010083,
ZH830,Fermo a scatto (testa piccola),4,11,Y010083,
6302018-Y01D,Pannello inferiore spoiler,1,12,Y010083,
5306148Y0210,Nastro biadesivo (W10mm T0.8mm),1,13,Y010083,
5107101Y0210,Pannello protezione inferiore sinistro,1,1,Y010083,
5107102-Y01,Pannello protezione inferiore destro,1,2,Y010083,
5107103Y0210,Pannello protezione inferiore centrale,1,3,Y010083,
ZH830,Fermo a scatto (testa piccola),2,4,Y010083,
S32006003,Dado esagonale con flangia,17,5,Y010083,
3100000-Y01,Sistema ruote,1,1,Y010084,
3102111-Y01,Pannello protezione passaruota anteriore sinistro,1,1,Y010084,
ZH830,Fermo a scatto (testa piccola),19,2,Y010084,
ZH890,Fermo a scatto (testa grande),5,2,Y010084,
Q2214816,Vite autofilettante testa svasata con rondella piana,12,3,Y010084,
Z058,Fermo a perno,10,4,Y010084,
3102112-Y01,Pannello protezione passaruota anteriore destro,1,5,Y010084,
3102113-Y01,Pannello protezione passaruota posteriore sinistro,1,6,Y010084,
3102117-Y01,Pannello rifinitura laterale passaruota posteriore sinistro,1,7,Y010084,
3102114-Y01,Pannello protezione passaruota posteriore destro,1,8,Y010084,
3102118-Y01,Pannello rifinitura laterale passaruota posteriore destro,1,9,Y010084,
3100120-Y01,Assieme copertura cerchio ruota in acciaio,4,1,Y010085,
3100107-Y01,Copertura cerchio in acciaio,4,2,Y010085,
3100108-Y01,Copertura cerchio acciaio,4,3,Y010085,
3100104-Y01,Copertura decorativa cerchio ruota,4,4,Y010085,
5200010-Y01,Sistema vetri parabrezza,1,Y010086,,
5206010-Y01,Vetro parabrezza anteriore,1,1,Y010086,
5206030-Y01,Vetro tetto sinistro,1,2,Y010086,
5206040-Y01,Vetro tetto destro,1,3,Y010086,
6303010-Y01,Vetro parabrezza posteriore,1,4,Y010086,
5603100Y0210,Sistema vetro parabrezza posteriore,1,Y010086,,
5203010-Y01,Vetro finestrino triangolare anteriore sinistro,1,5,Y010086,
5203020-Y01,Vetro finestrino triangolare anteriore destro,1,6,Y010086,
6103010-Y01,Vetro finestrino porta sinistra,1,7,Y010086,
6103020-Y01,Vetro finestrino porta destra,1,8,Y010086,
5109100-Y01,Sistema tappeti,1,Y010087,,
5109101-Y01,Corpo tappeto,1,1,Y010087,
5109103-Y01,Piastra copertura bagagliaio,1,2,Y010087,
5109104-Y01,Tampone cuscinetto piastra bagagliaio,4,3,Y010087,
5109109-Y01,Tampone cuscinetto 2 piastra bagagliaio,2,4,Y010087,
5109105-Y01,Tappetino poggiapiedi,1,5,Y010087,
5109106-Y01,Cuscinetto isolante I tappeto,1,6,Y010087,
5109107-Y01,Cuscinetto isolante II tappeto,1,7,Y010087,
5109108-Y01,Cuscinetto isolante III tappeto,2,8,Y010087,
ZH830,Fermo a scatto (testa piccola),2,9,Y010087,
Z058,Fermo a perno,1,10,Y010087,
